sale_id,date,service,price,promotion,quantity,revenue,cost,profit,region,age,gender,income,channel,payment_method
S04590,2024-04-20,Roof Repair,193.89,SPRING10,1,174.5,116.34,58.17,PA,41.0,Male,<40k,Online Booking,Cash
S04591,2024-04-20,Window Replacement,799.39,REFERRAL20,1,639.51,479.63,159.88,TX,48.0,Female,120k+,Phone,Debit Card
S04592,2024-04-20,Water Heater Installation,673.38,None,1,673.38,404.03,269.35,WA,49.0,Non-binary,120k+,Online Booking,Credit Card
S04593,2024-04-20,Fence Repair,907.72,SPRING10,1,816.95,544.63,272.32,,45.0,Female,40-80k,Phone,Mobile Pay
S04594,2024-04-20,Lawn Maintenance,370.05,SPRING10,2,666.09,444.06,222.03,PA,41.0,Non-binary,120k+,Phone,Debit Card
S04595,2024-04-20,Window Replacement,174.84,SPRING10,1,157.35,104.9,52.45,WA,48.0,Non-binary,120k+,Walk-in,Mobile Pay
S04596,2024-04-20,Electrical Wiring,283.71,SUMMER15,2,482.32,340.46,141.86,NY,25.0,Male,80-120k,Walk-in,Debit Card
S04597,2024-04-20,Electrical Wiring,1259.97,LOYALTY,1,1007.98,755.98,251.99,NJ,47.0,Female,<40k,Phone,Credit Card
S04598,2024-04-20,HVAC Servicing,1263.05,SUMMER15,1,1073.59,757.83,315.76,NY,39.0,Female,40-80k,Phone,Mobile Pay
S04599,2024-04-20,Window Replacement,1082.62,SPRING10,1,974.36,649.57,324.79,NY,22.0,Non-binary,<40k,Phone,Debit Card
S04600,2024-04-20,HVAC Servicing,746.92,None,1,746.92,448.15,298.77,NJ,49.0,Non-binary,,Phone,Cash
S04601,2024-04-21,Water Heater Installation,600.29,SUMMER15,1,510.24,360.17,150.07,NJ,61.0,Male,120k+,Online Booking,Credit Card
S04602,2024-04-21,Painting,360.01,SUMMER15,1,306.01,216.01,90.0,PA,51.0,Female,<40k,Online Booking,Debit Card
S04603,2024-04-21,Painting,198.92,SPRING10,1,179.03,119.35,59.68,WA,27.0,Non-binary,<40k,Walk-in,Mobile Pay
S04604,2024-04-21,Water Heater Installation,169.79,REFERRAL20,2,271.66,203.74,67.91,TX,50.0,Female,80-120k,Online Booking,Credit Card
S04605,2024-04-21,HVAC Servicing,534.46,None,1,534.46,320.68,213.78,TX,38.0,Female,<40k,Online Booking,Credit Card
S04606,2024-04-21,Electrical Wiring,349.22,None,1,349.22,209.53,139.69,CA,37.0,Male,80-120k,Phone,Credit Card
S04607,2024-04-21,Water Heater Installation,550.36,None,2,1100.72,660.43,440.29,WA,39.0,Male,80-120k,Phone,Credit Card
S04608,2024-04-21,Lawn Maintenance,1063.25,None,1,10632.5,637.95,425.3,FL,26.0,Male,<40k,Walk-in,Debit Card
S04609,2024-04-21,Roof Repair,941.58,REFERRAL20,2,1506.53,1129.9,376.63,IL,39.0,Non-binary,120k+,Walk-in,Credit Card
S04610,2024-04-21,Gutter Cleaning,1337.59,LOYALTY,1,1070.07,802.55,267.52,WA,24.0,Male,40-80k,Walk-in,Debit Card
S04611,2024-04-21,Electrical Wiring,178.24,None,1,178.24,106.95,71.3,IL,26.0,Non-binary,80-120k,Walk-in,Credit Card
S04612,2024-04-21,Fence Repair,366.34,LOYALTY,1,293.07,219.8,73.27,FL,47.0,Non-binary,120k+,Phone,Cash
S04613,2024-04-21,Water Heater Installation,959.04,None,1,959.04,575.42,383.61,TX,48.0,Male,<40k,Walk-in,Debit Card
S04614,2024-04-22,Lawn Maintenance,1424.03,None,1,1424.03,854.42,569.61,NJ,24.0,Male,<40k,Walk-in,Mobile Pay
S04615,2024-04-22,Painting,1196.07,None,1,1196.07,717.64,478.43,WA,36.0,Female,<40k,Walk-in,Debit Card
S04616,2024-04-22,Plumbing Repair,1229.99,SPRING10,1,1106.99,737.99,369.0,FL,22.0,Female,80-120k,Online Booking,Mobile Pay
S04617,2024-04-22,Window Replacement,1285.42,SPRING10,3,3470.62,2313.75,1156.87,NJ,36.0,Non-binary,40-80k,Phone,Credit Card
S04618,2024-04-22,Water Heater Installation,283.46,LOYALTY,2,453.53,340.15,113.38,NJ,29.0,Female,<40k,Online Booking,Debit Card
S04619,2024-04-22,Roof Repair,132.4,REFERRAL20,1,105.92,79.44,26.48,NY,46.0,Non-binary,40-80k,Walk-in,Debit Card
S04620,2024-04-23,HVAC Servicing,1461.26,SPRING10,1,1315.13,876.76,438.38,TX,42.0,Non-binary,120k+,Phone,Credit Card
S04621,2024-04-23,Lawn Maintenance,428.05,LOYALTY,1,342.44,256.83,85.61,,47.0,Female,80-120k,Walk-in,Cash
S04622,2024-04-23,Lawn Maintenance,156.62,SPRING10,1,140.96,93.97,46.99,PA,30.0,Male,120k+,Phone,Cash
S04623,2024-04-23,Painting,951.4,REFERRAL20,1,761.12,570.84,190.28,IL,28.0,Male,120k+,Walk-in,Mobile Pay
S04624,2024-04-24,Gutter Cleaning,1228.32,None,1,1228.32,736.99,491.33,NY,54.0,Male,80-120k,Online Booking,Debit Card
S04625,2024-04-24,Plumbing Repair,247.65,LOYALTY,1,198.12,148.59,49.53,IL,37.0,Male,<40k,Phone,Mobile Pay
S04626,2024-04-24,Fence Repair,305.06,None,2,610.12,366.07,244.05,PA,18.0,Female,80-120k,Walk-in,Credit Card
S04627,2024-04-24,Water Heater Installation,497.81,SPRING10,1,448.03,298.69,149.34,WA,49.0,Non-binary,120k+,Walk-in,Credit Card
S04628,2024-04-24,Lawn Maintenance,369.0,SUMMER15,1,313.65,221.4,92.25,NY,56.0,Non-binary,40-80k,Online Booking,Cash
S04629,2024-04-24,Water Heater Installation,166.29,SPRING10,1,149.66,99.77,49.89,WA,50.0,Male,<40k,Phone,Debit Card
S04630,2024-04-24,Water Heater Installation,612.95,LOYALTY,1,490.36,367.77,122.59,CA,35.0,Male,40-80k,Online Booking,Cash
S04631,2024-04-24,Gutter Cleaning,715.22,SUMMER15,1,607.94,429.13,178.8,NY,43.0,Non-binary,<40k,Online Booking,Cash
S04632,2024-04-24,HVAC Servicing,1244.21,REFERRAL20,1,995.37,746.53,248.84,WA,49.0,Female,40-80k,Walk-in,Mobile Pay
S04633,2024-04-24,Window Replacement,693.53,SPRING10,1,624.18,416.12,208.06,PA,40.0,Female,80-120k,Phone,Credit Card
S04634,2024-04-24,Window Replacement,1486.46,SPRING10,1,1337.81,891.87,445.94,IL,32.0,Non-binary,120k+,Phone,Credit Card
S04635,2024-04-24,Electrical Wiring,558.28,None,2,1116.57,669.94,446.63,WA,32.0,Non-binary,40-80k,Phone,Mobile Pay
S04636,2024-04-25,Plumbing Repair,120.03,SPRING10,1,108.03,72.02,36.01,NJ,49.0,Male,80-120k,Phone,Mobile Pay
S04637,2024-04-25,Water Heater Installation,1328.23,None,2,2656.46,1593.87,1062.58,NY,29.0,Male,80-120k,Walk-in,Cash
S04638,2024-04-25,Lawn Maintenance,1210.01,SPRING10,2,2178.02,1452.01,726.01,FL,30.0,Male,<40k,Walk-in,Credit Card
S04639,2024-04-25,HVAC Servicing,1190.79,LOYALTY,1,952.63,714.48,238.16,FL,41.0,Male,40-80k,Walk-in,Debit Card
S04640,2024-04-25,Painting,426.92,REFERRAL20,2,683.07,512.3,170.77,TX,23.0,Non-binary,120k+,Online Booking,Debit Card
S04641,2024-04-25,Electrical Wiring,641.75,None,2,1283.49,770.09,513.4,WA,51.0,Non-binary,40-80k,Online Booking,Debit Card
S04642,2024-04-25,Fence Repair,566.64,SPRING10,1,509.98,339.99,169.99,NJ,35.0,Female,80-120k,Walk-in,Cash
S04643,2024-04-25,Lawn Maintenance,961.68,SPRING10,1,865.52,577.01,288.51,CA,41.0,Female,40-80k,Online Booking,Credit Card
S04644,2024-04-25,Window Replacement,810.95,LOYALTY,2,1297.52,973.14,324.38,CA,46.0,Non-binary,80-120k,Online Booking,Mobile Pay
S04645,2024-04-25,Painting,1312.07,None,1,1312.07,787.24,524.83,NJ,42.0,Non-binary,40-80k,Phone,Mobile Pay
S04646,2024-04-25,Roof Repair,595.69,LOYALTY,1,476.55,357.42,119.14,PA,30.0,Male,40-80k,Walk-in,Cash
S04647,2024-04-25,HVAC Servicing,559.31,SUMMER15,1,475.41,335.59,139.83,NY,43.0,Non-binary,<40k,Online Booking,Cash
S04648,2024-04-26,Electrical Wiring,1496.28,None,1,1496.28,897.77,598.51,NY,52.0,Non-binary,80-120k,Walk-in,Cash
S04649,2024-04-26,Lawn Maintenance,483.13,SPRING10,1,434.82,289.88,144.94,NJ,49.0,Male,40-80k,Walk-in,Credit Card
S04650,2024-04-26,Plumbing Repair,138.2,SPRING10,1,124.38,82.92,41.46,NJ,35.0,Male,120k+,Online Booking,Debit Card
S04651,2024-04-26,Roof Repair,1366.89,SUMMER15,1,1161.85,820.13,341.72,CA,32.0,Male,40-80k,Online Booking,Debit Card
S04652,2024-04-26,Painting,1307.67,SPRING10,2,2353.8,1569.2,784.6,IL,33.0,Male,120k+,Phone,Debit Card
S04653,2024-04-26,Window Replacement,458.58,None,1,458.58,275.15,183.43,NJ,44.0,Non-binary,40-80k,Walk-in,Credit Card
S04654,2024-04-26,Window Replacement,1239.48,None,1,1239.48,743.69,495.79,NJ,46.0,Non-binary,120k+,Online Booking,Credit Card
S04655,2024-04-26,Water Heater Installation,1376.17,LOYALTY,1,1100.93,825.7,275.23,NJ,44.0,Non-binary,120k+,Walk-in,Cash
S04656,2024-04-26,Plumbing Repair,855.1,SPRING10,2,1539.17,1026.12,513.06,FL,32.0,Male,80-120k,Phone,Cash
S04657,2024-04-26,Painting,213.62,None,2,427.25,256.35,170.9,CA,49.0,Female,<40k,Phone,Mobile Pay
S04658,2024-04-27,,156.18,REFERRAL20,1,124.94,93.71,31.24,WA,26.0,Male,<40k,Walk-in,Cash
S04659,2024-04-27,Painting,1104.18,SUMMER15,1,938.55,662.51,276.05,CA,41.0,Male,80-120k,Walk-in,Credit Card
S04660,2024-04-27,Fence Repair,1266.47,LOYALTY,1,1013.17,759.88,253.29,IL,25.0,Male,120k+,Walk-in,Debit Card
S04661,2024-04-27,Gutter Cleaning,453.46,None,1,453.46,272.07,181.38,TX,38.0,Female,<40k,Online Booking,Cash
S04662,2024-04-27,Plumbing Repair,105.05,SUMMER15,1,89.29,63.03,26.26,CA,44.0,Non-binary,120k+,Walk-in,Mobile Pay
S04663,2024-04-27,Electrical Wiring,1078.98,SPRING10,1,971.09,647.39,323.7,NY,40.0,Female,40-80k,Walk-in,Cash
S04664,2024-04-27,HVAC Servicing,801.09,SPRING10,1,720.98,480.65,240.33,FL,41.0,Non-binary,40-80k,Online Booking,Credit Card
S04665,2024-04-27,HVAC Servicing,1358.14,REFERRAL20,1,1086.51,814.89,271.63,FL,33.0,Female,120k+,Walk-in,Cash
S04666,2024-04-27,Roof Repair,1162.77,SUMMER15,1,988.35,697.66,290.69,IL,36.0,Non-binary,<40k,Walk-in,Cash
S04667,2024-04-27,Fence Repair,952.69,LOYALTY,1,762.15,571.62,190.54,TX,52.0,Female,40-80k,Walk-in,Cash
S04668,2024-04-27,Plumbing Repair,601.04,None,2,1202.09,721.25,480.84,NY,46.0,Male,80-120k,Online Booking,Cash
S04669,2024-04-28,HVAC Servicing,588.31,REFERRAL20,1,470.65,352.98,117.66,NJ,40.0,Male,120k+,Phone,Debit Card
S04670,2024-04-28,Water Heater Installation,1457.34,None,3,4372.01,2623.21,1748.8,FL,34.0,Male,120k+,Phone,Credit Card
S04671,2024-04-28,Roof Repair,494.45,None,1,494.45,296.67,197.78,IL,20.0,Female,<40k,Walk-in,Mobile Pay
S04672,2024-04-28,Electrical Wiring,257.88,REFERRAL20,2,412.61,309.45,103.15,NJ,51.0,Male,80-120k,Online Booking,Debit Card
S04673,2024-04-28,Window Replacement,842.31,SPRING10,1,758.08,505.38,252.69,PA,27.0,Non-binary,80-120k,Walk-in,Cash
S04674,2024-04-29,HVAC Servicing,942.53,REFERRAL20,2,1508.05,1131.04,377.01,TX,31.0,Male,80-120k,Walk-in,Cash
S04675,2024-04-29,Window Replacement,1299.37,LOYALTY,1,1039.5,779.62,259.87,WA,37.0,Female,120k+,Phone,Credit Card
S04676,2024-04-29,Electrical Wiring,453.23,SPRING10,3,1223.72,815.81,407.91,WA,,Non-binary,40-80k,Online Booking,Cash
S04677,2024-04-29,HVAC Servicing,525.44,LOYALTY,1,420.35,315.27,105.09,NJ,38.0,Male,120k+,Phone,Cash
S04678,2024-04-29,Electrical Wiring,625.08,None,1,625.08,375.05,250.03,NJ,40.0,Male,80-120k,Walk-in,Mobile Pay
S04679,2024-04-29,Plumbing Repair,682.66,None,1,682.66,409.6,273.07,PA,20.0,Non-binary,40-80k,Online Booking,Credit Card
S04680,2024-04-29,Roof Repair,879.51,SPRING10,1,791.55,527.7,263.85,NJ,22.0,Non-binary,120k+,Online Booking,Credit Card
S04681,2024-04-29,Gutter Cleaning,1298.81,SPRING10,1,1168.93,779.29,389.64,IL,42.0,Female,120k+,Walk-in,Credit Card
S04682,2024-04-29,Lawn Maintenance,520.74,REFERRAL20,1,416.59,312.44,104.15,FL,52.0,Male,120k+,Phone,Mobile Pay
S04683,2024-04-29,Electrical Wiring,605.59,None,1,605.59,363.36,242.24,FL,40.0,Non-binary,120k+,Walk-in,Debit Card
S04684,2024-04-29,Fence Repair,904.88,None,2,1809.76,1085.85,723.9,PA,39.0,Non-binary,120k+,Online Booking,Debit Card
S04685,2024-04-29,Roof Repair,164.97,REFERRAL20,1,131.97,98.98,32.99,WA,30.0,Non-binary,80-120k,Online Booking,Cash
S04686,2024-04-29,Gutter Cleaning,683.58,REFERRAL20,2,1093.72,820.29,273.43,NJ,38.0,Non-binary,<40k,Walk-in,Cash
S04687,2024-04-29,Roof Repair,972.3,REFERRAL20,1,777.84,583.38,194.46,WA,44.0,,40-80k,Online Booking,Credit Card
S04688,2024-04-29,Plumbing Repair,1092.97,LOYALTY,1,874.37,655.78,218.59,FL,38.0,Female,80-120k,Walk-in,Cash
S04689,2024-04-29,Painting,697.05,SUMMER15,2,1184.99,836.46,348.53,WA,56.0,Non-binary,80-120k,Phone,Cash
S04690,2024-04-30,Electrical Wiring,683.85,None,1,683.85,410.31,273.54,WA,46.0,Female,40-80k,Walk-in,Mobile Pay
S04691,2024-04-30,Lawn Maintenance,1112.98,LOYALTY,1,890.39,667.79,222.6,PA,63.0,Female,40-80k,Phone,Mobile Pay
S04692,2024-04-30,HVAC Servicing,391.6,REFERRAL20,1,313.28,234.96,78.32,NY,40.0,Non-binary,120k+,Online Booking,Cash
S04693,2024-04-30,Roof Repair,1427.43,SUMMER15,2,2426.63,1712.91,713.71,FL,31.0,Non-binary,80-120k,Walk-in,Credit Card
S04694,2024-04-30,Fence Repair,1231.76,REFERRAL20,1,985.41,739.06,246.35,NJ,23.0,Female,80-120k,Phone,Debit Card
S04695,2024-05-01,Fence Repair,867.08,SUMMER15,2,1474.04,1040.5,433.54,NJ,52.0,,<40k,Phone,Mobile Pay
S04696,2024-05-01,Gutter Cleaning,158.83,SUMMER15,1,135.0,95.3,39.71,FL,69.0,Female,<40k,Phone,Debit Card
S04697,2024-05-01,Plumbing Repair,110.39,LOYALTY,2,176.62,132.47,44.16,NY,31.0,Non-binary,120k+,Phone,Mobile Pay
S04698,2024-05-01,Electrical Wiring,1283.54,SPRING10,1,1155.19,770.13,385.06,PA,18.0,Non-binary,,Walk-in,Credit Card
S04699,2024-05-01,Fence Repair,953.3,REFERRAL20,1,762.64,571.98,190.66,FL,36.0,Female,40-80k,Online Booking,Debit Card
S04700,2024-05-01,Roof Repair,174.41,REFERRAL20,1,139.53,104.65,34.88,PA,43.0,Female,<40k,Online Booking,Debit Card
S04701,2024-05-01,Water Heater Installation,474.83,REFERRAL20,1,379.87,284.9,94.97,PA,,Male,80-120k,Walk-in,Credit Card
S04702,2024-05-02,Lawn Maintenance,1047.32,SPRING10,1,942.59,628.39,314.2,NY,46.0,Male,120k+,Phone,Debit Card
S04703,2024-05-02,Lawn Maintenance,306.08,LOYALTY,1,244.87,183.65,61.22,FL,40.0,Female,80-120k,Online Booking,Cash
S04704,2024-05-02,Window Replacement,1046.14,LOYALTY,1,836.91,627.68,209.23,TX,42.0,Female,<40k,Online Booking,Debit Card
S04705,2024-05-02,Lawn Maintenance,971.95,SPRING10,1,874.75,583.17,291.58,IL,18.0,Female,120k+,Online Booking,Cash
S04706,2024-05-02,Water Heater Installation,719.55,REFERRAL20,1,575.64,431.73,143.91,PA,48.0,Male,40-80k,Walk-in,Cash
S04707,2024-05-02,HVAC Servicing,279.75,SUMMER15,1,237.79,167.85,69.94,PA,36.0,Non-binary,120k+,Online Booking,Debit Card
S04708,2024-05-02,Plumbing Repair,1347.81,None,1,1347.81,808.69,539.12,NJ,34.0,Male,120k+,Phone,Credit Card
S04709,2024-05-02,Roof Repair,289.89,LOYALTY,1,2319.1,173.94,57.98,IL,38.0,Female,80-120k,Walk-in,Cash
S04710,2024-05-02,Fence Repair,172.84,LOYALTY,1,138.27,103.71,34.57,NY,,Male,,Walk-in,Debit Card
S04711,2024-05-02,Window Replacement,1229.29,None,1,1229.29,737.57,491.72,TX,27.0,Female,<40k,Phone,Cash
S04712,2024-05-03,Plumbing Repair,581.45,LOYALTY,2,930.32,697.74,232.58,NJ,44.0,Male,40-80k,Online Booking,Debit Card
S04713,2024-05-03,Gutter Cleaning,223.0,SPRING10,2,401.4,267.6,133.8,CA,52.0,Female,120k+,Phone,Cash
S04714,2024-05-03,Water Heater Installation,545.21,REFERRAL20,1,436.17,327.13,109.04,PA,39.0,Male,<40k,Phone,Cash
S04715,2024-05-03,HVAC Servicing,1152.25,SUMMER15,1,979.41,691.35,288.06,PA,55.0,Non-binary,80-120k,Online Booking,Debit Card
S04716,2024-05-03,Water Heater Installation,1445.24,SPRING10,1,1300.72,867.14,433.57,PA,46.0,Female,<40k,Phone,Mobile Pay
S04717,2024-05-03,Fence Repair,135.41,REFERRAL20,1,108.33,81.24,27.08,IL,34.0,Male,40-80k,Walk-in,Debit Card
S04718,2024-05-03,Fence Repair,783.86,LOYALTY,1,627.09,470.31,156.77,FL,22.0,Non-binary,<40k,Phone,Mobile Pay
S04719,2024-05-03,Plumbing Repair,780.37,None,1,780.37,468.22,312.15,TX,49.0,Non-binary,40-80k,Phone,Mobile Pay
S04720,2024-05-03,Lawn Maintenance,359.3,LOYALTY,1,287.44,215.58,71.86,CA,53.0,Male,40-80k,Online Booking,Credit Card
S04721,2024-05-03,Window Replacement,451.41,LOYALTY,1,361.13,270.85,90.28,PA,51.0,Female,<40k,Phone,Credit Card
S04722,2024-05-03,Fence Repair,673.9,REFERRAL20,1,539.12,404.34,134.78,CA,56.0,Female,120k+,Online Booking,Credit Card
S04723,2024-05-04,HVAC Servicing,1375.5,None,3,4126.51,2475.91,1650.6,TX,21.0,Male,<40k,Online Booking,Debit Card
S04724,2024-05-04,Painting,1178.17,SUMMER15,1,1001.45,706.9,294.54,CA,39.0,Female,120k+,Walk-in,Mobile Pay
S04725,2024-05-04,Lawn Maintenance,1171.82,None,2,2343.65,1406.19,937.46,NJ,23.0,Male,<40k,Walk-in,Debit Card
S04726,2024-05-04,Roof Repair,914.81,SPRING10,1,823.33,548.89,274.44,NY,39.0,Non-binary,40-80k,Walk-in,Mobile Pay
S04727,2024-05-04,Window Replacement,388.33,SPRING10,1,349.5,233.0,116.5,NY,34.0,Male,80-120k,Online Booking,Credit Card
S04728,2024-05-04,Fence Repair,566.79,None,1,566.79,340.07,226.71,TX,42.0,Male,,Online Booking,Credit Card
S04729,2024-05-04,Gutter Cleaning,1149.29,SPRING10,1,1034.36,689.58,344.79,TX,40.0,Non-binary,40-80k,Walk-in,Mobile Pay
S04730,2024-05-04,Fence Repair,1186.91,SUMMER15,1,1008.88,712.15,296.73,TX,36.0,Female,<40k,Phone,Cash
S04731,2024-05-04,Window Replacement,148.0,REFERRAL20,2,236.8,177.6,59.2,PA,41.0,Female,120k+,Online Booking,Debit Card
S04732,2024-05-04,Plumbing Repair,774.92,LOYALTY,1,619.93,464.95,154.98,FL,48.0,Male,40-80k,Walk-in,Credit Card
S04733,2024-05-04,Electrical Wiring,886.74,SPRING10,1,798.06,532.04,266.02,NJ,35.0,Non-binary,<40k,Phone,Cash
S04734,2024-05-04,,1057.01,LOYALTY,1,845.61,634.21,211.4,PA,53.0,Non-binary,80-120k,Online Booking,Cash
S04735,2024-05-04,Fence Repair,286.13,LOYALTY,1,228.91,171.68,57.23,CA,40.0,Non-binary,120k+,Walk-in,Credit Card
S04736,2024-05-04,Water Heater Installation,1211.55,SUMMER15,1,1029.82,726.93,302.89,WA,33.0,Male,80-120k,Phone,Debit Card
S04737,2024-05-04,HVAC Servicing,904.94,LOYALTY,1,723.95,542.96,180.99,FL,27.0,Female,120k+,Walk-in,Cash
S04738,2024-05-05,Fence Repair,539.98,LOYALTY,1,431.98,323.99,108.0,IL,,Male,120k+,Online Booking,Cash
S04739,2024-05-05,Water Heater Installation,326.3,SUMMER15,1,277.35,195.78,81.57,WA,46.0,Female,120k+,Online Booking,Mobile Pay
S04740,2024-05-05,Electrical Wiring,953.17,SPRING10,1,857.85,571.9,285.95,WA,41.0,Male,80-120k,Online Booking,Mobile Pay
S04741,2024-05-05,Gutter Cleaning,1041.91,None,1,1041.91,625.14,416.76,TX,48.0,Non-binary,40-80k,Phone,Credit Card
S04742,2024-05-05,Water Heater Installation,414.62,SUMMER15,1,352.43,248.77,103.66,NY,45.0,Female,<40k,Online Booking,Cash
S04743,2024-05-05,Roof Repair,413.22,LOYALTY,1,330.57,247.93,82.64,NY,36.0,Non-binary,120k+,Online Booking,Cash
S04744,2024-05-05,Water Heater Installation,624.25,LOYALTY,2,998.81,749.1,249.7,CA,48.0,Male,<40k,Walk-in,Mobile Pay
S04745,2024-05-05,Water Heater Installation,821.52,SUMMER15,1,698.3,492.91,205.38,WA,39.0,Non-binary,80-120k,Walk-in,Credit Card
S04746,2024-05-05,Lawn Maintenance,1054.18,LOYALTY,1,843.34,632.51,210.84,FL,51.0,Male,,Phone,Debit Card
S04747,2024-05-05,Gutter Cleaning,350.08,SUMMER15,1,297.57,210.05,87.52,FL,45.0,Female,80-120k,Online Booking,Mobile Pay
S04748,2024-05-05,Plumbing Repair,1458.91,None,2,2917.82,1750.69,1167.13,NY,39.0,Non-binary,80-120k,Walk-in,Credit Card
S04749,2024-05-06,Gutter Cleaning,541.84,LOYALTY,3,1300.41,975.31,325.1,CA,31.0,Non-binary,<40k,Phone,Credit Card
S04750,2024-05-06,Gutter Cleaning,1082.34,LOYALTY,1,865.88,649.41,216.47,WA,55.0,Male,80-120k,Online Booking,Credit Card
S04751,2024-05-06,Fence Repair,304.62,LOYALTY,2,487.39,365.54,121.85,NY,26.0,Non-binary,<40k,Phone,Cash
S04752,2024-05-06,Plumbing Repair,800.93,SUMMER15,2,1361.59,961.12,400.47,FL,54.0,Male,120k+,Walk-in,Cash
S04753,2024-05-06,Fence Repair,984.21,REFERRAL20,1,787.37,590.53,196.84,NJ,36.0,Female,40-80k,Walk-in,Cash
S04754,2024-05-06,Water Heater Installation,1469.68,None,1,1469.68,881.81,587.87,CA,33.0,,<40k,Online Booking,Credit Card
S04755,2024-05-06,Window Replacement,760.58,None,1,760.58,456.35,304.23,CA,42.0,Non-binary,120k+,Online Booking,Credit Card
S04756,2024-05-06,Fence Repair,1071.15,REFERRAL20,1,856.92,642.69,214.23,PA,49.0,Male,40-80k,Online Booking,Cash
S04757,2024-05-06,Plumbing Repair,140.72,SPRING10,2,253.3,168.87,84.43,PA,48.0,Non-binary,80-120k,Walk-in,Mobile Pay
S04758,2024-05-06,Lawn Maintenance,940.76,SPRING10,1,846.69,564.46,282.23,TX,44.0,Male,<40k,Online Booking,Debit Card
S04759,2024-05-07,,647.71,LOYALTY,3,1554.49,1165.87,388.62,PA,48.0,Non-binary,120k+,Phone,Mobile Pay
S04760,2024-05-07,HVAC Servicing,230.5,SPRING10,1,207.45,138.3,69.15,NJ,36.0,Female,120k+,Walk-in,Cash
S04761,2024-05-07,Painting,591.33,SPRING10,1,532.2,354.8,177.4,PA,38.0,Male,120k+,Walk-in,Cash
S04762,2024-05-07,Lawn Maintenance,1272.94,None,1,1272.94,763.77,509.18,IL,37.0,Male,120k+,Phone,Credit Card
S04763,2024-05-07,HVAC Servicing,518.18,SPRING10,1,466.36,310.91,155.45,WA,49.0,Female,<40k,Walk-in,Cash
S04764,2024-05-07,Electrical Wiring,1002.98,SPRING10,1,902.68,601.79,300.89,FL,55.0,Female,40-80k,Phone,Mobile Pay
S04765,2024-05-07,Water Heater Installation,391.57,REFERRAL20,1,313.26,234.94,78.31,WA,36.0,Female,<40k,Walk-in,Mobile Pay
S04766,2024-05-07,Plumbing Repair,781.56,REFERRAL20,1,625.25,468.94,156.31,PA,42.0,Female,120k+,Online Booking,Mobile Pay
S04767,2024-05-07,Painting,335.35,REFERRAL20,1,268.28,201.21,67.07,CA,25.0,Female,80-120k,Walk-in,Mobile Pay
S04768,2024-05-07,Gutter Cleaning,534.0,REFERRAL20,3,1281.6,961.2,320.4,NY,41.0,Female,80-120k,Walk-in,Credit Card
S04769,2024-05-08,Gutter Cleaning,1288.15,None,2,2576.3,1545.78,1030.52,FL,62.0,Female,120k+,Online Booking,Cash
S04770,2024-05-08,Plumbing Repair,627.47,SUMMER15,1,533.35,376.48,156.87,WA,32.0,Female,80-120k,Phone,Credit Card
S04771,2024-05-08,Window Replacement,661.5,REFERRAL20,1,529.2,396.9,132.3,NJ,47.0,Male,40-80k,Phone,Cash
S04772,2024-05-08,Roof Repair,311.54,SUMMER15,1,264.81,186.92,77.89,TX,35.0,Female,<40k,Online Booking,Credit Card
S04773,2024-05-08,Electrical Wiring,274.87,None,1,274.87,164.92,109.95,PA,34.0,Non-binary,<40k,Walk-in,Cash
S04774,2024-05-08,Water Heater Installation,861.17,LOYALTY,1,688.94,516.7,172.23,PA,18.0,Non-binary,40-80k,Online Booking,Credit Card
S04775,2024-05-08,Roof Repair,832.26,SUMMER15,1,707.42,499.35,208.06,NJ,49.0,Male,40-80k,Online Booking,Mobile Pay
S04776,2024-05-08,Roof Repair,863.9,SUMMER15,1,734.31,518.34,215.97,CA,34.0,Male,40-80k,Online Booking,Mobile Pay
S04777,2024-05-08,Painting,1426.27,SPRING10,2,2567.29,1711.53,855.76,,25.0,Non-binary,,Walk-in,Debit Card
S04778,2024-05-08,Plumbing Repair,1028.64,SUMMER15,3,2623.04,1851.56,771.48,PA,31.0,Female,40-80k,Walk-in,Mobile Pay
S04779,2024-05-08,Gutter Cleaning,977.4,None,2,1954.8,1172.88,781.92,TX,30.0,Male,80-120k,Phone,Cash
S04780,2024-05-08,Window Replacement,1368.79,REFERRAL20,1,1095.03,821.27,273.76,IL,22.0,Female,80-120k,Phone,Credit Card
S04781,2024-05-08,Painting,1473.97,SPRING10,1,1326.58,884.38,442.19,FL,55.0,Female,<40k,Phone,Cash
S04782,2024-05-08,Fence Repair,1360.72,SPRING10,1,1224.65,816.43,408.22,NY,18.0,Female,120k+,Online Booking,Mobile Pay
S04783,2024-05-08,Lawn Maintenance,457.56,LOYALTY,1,366.05,274.53,91.51,PA,30.0,Non-binary,<40k,Phone,Cash
S04784,2024-05-08,Lawn Maintenance,1141.27,REFERRAL20,1,913.01,684.76,228.25,TX,40.0,Female,120k+,Phone,Mobile Pay
S04785,2024-05-08,Window Replacement,666.88,REFERRAL20,2,1067.02,800.26,266.75,WA,52.0,Female,80-120k,Phone,Cash
S04786,2024-05-09,HVAC Servicing,578.63,REFERRAL20,3,1388.72,1041.54,347.18,IL,38.0,Female,80-120k,Online Booking,Debit Card
S04787,2024-05-09,Painting,393.26,None,1,393.26,235.95,157.3,NY,43.0,Non-binary,40-80k,Walk-in,Debit Card
